transAmount,transCurrency,transDescription,transChannel,cardType,cardNetwork,cardExpDate,cardCompany,city,zipCode,latitude,longitude,deviceType,posPostalCodeType,country,state,posDetails.geoStreet1,posDetails.geoCity,posDetails.geoState,posDetails.geoCountry,posDetails.geoPostalCodeType,posDetails.lat,posDetails.lon,mobileDetails.deviceName,mobileDetails.deviceOS,mobileDetails.deviceNetwork,mobileDetails.appName,mobileDetails.userLat,mobileDetails.userLong,mobileDetails.deviceIP,webDetails.deviceMacAddr,webDetails.deviceIP,webDetails.browser,webDetails.deviceOS,webDetails.hostURL,paymentCard.cardType,paymentCard.cardExpDate,paymentCard.cardNetwork,paymentCard.cardCompany,paymentCard.cardCompanyCountry,paymentCard.cardLimit,paymentCard.cardBalance,customer.customerType,customer.customerAvgSpending,customer.customerRiskScore,customer.custGender,customer.custMaritalStatus,customer.custIncomeLevel,customer.custStreet1,customer.custStreet2,customer.custCity,customer.custState,customer.custCountry,customer.custPostalCode,customer.lat,customer.lon,storePOS.storeName,storePOS.storeRiskScore,storePOS.storeType,dollar_amount,fraud_flag
2601.388536,dollar,Voluptas sunt et. Et,POS,debit,mastercard,20-Dec,Jenkins-Jenkins,NorthPort,34291,27.04422379,-82.23592377,POS,Bank,US,FL,Alison Ports,NorthPort,FL,US,Bank,27.044224,-82.23592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,20-Dec,mastercard,Jenkins-Jenkins,US,819058.4139,71670.24459,partner,7320.64121,0.209261037,Male,Unmarried,Low,Kenny Roads,87,Alta,WY,US,83414,43.753887,-111.03611,Mills Group,0.18636082,Tod,2601.388536,0
4573.209227,dollar,Quidem quidem iure n,WEB,prepaid,mastercard,18-May,Treutel and Sons,Spotsylvania,22551,38.20096588,-77.5891571,firefox,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b:59:11:8a:d8:68,47.52.0.242,firefox,Linux,www.nikko-koelpin.com,debit,17-Nov,americanexpress,"Williamson, Williamson and Williamson",US,763076.2126,88736.87626,regular,7743.051015,0.547452661,Male,Other,High,Rutherford Lake,58,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,4573.209227,1
2261.744482,dollar,Nihil eos labore lab,POS,credit,americanexpress,22-Aug,Daniel and Sons,Chicago,60290,41.85003281,-87.65005493,POS,Other,US,IL,Leannon Rapid,Chicago,IL,US,Other,41.850033,-87.650055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,22-Aug,americanexpress,Daniel and Sons,US,151800.7076,95162.11175,partner,6658.768659,0.05023257,Male,Married,Low,Juana Street,893,PostFalls,ID,US,83877,47.718056,-116.950554,Aufderhar-Aufderhar,0.177637874,Carlo,2261.744482,0
197,pound,Est qui voluptatem p,MOBILE,prepaid,mastercard,20-Jan,Langworth-Langworth,Marana,85658,32.43673706,-111.2253799,ubuntu,NoPOS,US,AZ,NA,NA,NA,NA,NA,NA,NA,Melvina,ubuntu,jio,Cardify,-75.405685,-107.10986,40.118.240.200,NA,NA,NA,NA,NA,prepaid,20-Jan,mastercard,Langworth-Langworth,US,493635.9065,67422.43502,business,7862.513653,0.493555156,Female,Unmarried,Low,Maegan Mews,450,Marana,AZ,US,85658,32.436737,-111.22538,NA,NA,NA,259.252,0
1466.453653,dollar,Deserunt deleniti si,WEB,credit,visa,20-Apr,"Schaefer, Schaefer and Schaefer",Washington,56972,38.85879898,-76.98680115,safari,NoPOS,US,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bb:bc:7d:ca:fa:b3,23.235.209.181,safari,MacOS,www.chad-sawayn.net,credit,20-Apr,visa,"Schaefer, Schaefer and Schaefer",US,423440.4353,78038.22544,business,3316.249606,0.455087372,Female,Married,High,Allene Vista,310,Washington,DC,US,56972,38.8588,-76.9868,NA,NA,NA,1466.453653,0
105,rupee,Est libero est delen,POS,prepaid,americanexpress,21-Jun,"Rippin, Rippin and Rippin",Clarkston,99403,46.3946228,-117.0644608,POS,Other,US,WA,Keebler Motorway,Clarkston,WA,US,Other,46.394623,-117.06446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,21-Jun,americanexpress,"Rippin, Rippin and Rippin",US,764384.1606,19538.94003,regular,5663.628816,0.548781502,Male,Married,High,Hegmann Path,176,Warroad,MN,US,56763,48.911144,-95.35384,"Jacobs, Jacobs and Jacobs",0.211179136,Marcellus,1.61385,1
1256.394711,rupee,Repudiandae voluptat,WEB,credit,mastercard,18-Apr,Senger Inc,Warroad,56763,48.91114426,-95.35384369,ie,NoPOS,US,MN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ad:dd:99:5b:63:2d,40.118.240.200,ie,Windows,www.mozelle-cummerata.name,credit,18-Apr,mastercard,Senger Inc,US,349871.0794,13223.25533,partner,4650.529779,0.462563832,Male,Unmarried,High,Dickens Club,39,Warroad,MN,US,56763,48.911144,-95.35384,NA,NA,NA,19.31078671,0
325,rupee,Provident rerum assu,POS,prepaid,visa,18-Jun,Rutherford Group,Providence,2940,41.82379913,-71.41329956,POS,Other,US,RI,Pearl Shores,Providence,RI,US,Other,41.8238,-71.4133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,18-Jun,visa,Rutherford Group,GM,860402.2154,48448.08269,regular,5611.294285,0.110303014,Male,Other,Very High,Sandrine Squares,437,WestChester,PA,GM,19388,39.960663,-75.60549,Koch and Sons,0.484959552,Brady,4.99525,1
206,yen,Aut nostrum saepe mi,MOBILE,prepaid,mastercard,18-May,Koch LLC,Marana,85658,32.43673706,-111.2253799,ubuntu,NoPOS,US,AZ,NA,NA,NA,NA,NA,NA,NA,Aurelio,ubuntu,airtel,Duobam,32.499206,-18.236536,157.240.0.36,NA,NA,NA,NA,NA,prepaid,18-May,mastercard,Koch LLC,US,383228.6955,7377.370121,priority,3886.811431,0.513302575,Male,Married,Very High,Helena Drives,246,Marana,AZ,US,85658,32.436737,-111.22538,NA,NA,NA,1.80971,1
2801.933172,yen,Atque deleniti quia ,MOBILE,credit,americanexpress,20-Nov,"Bednar, Bednar and Bednar",WestFarmington,4992,44.66277695,-70.15583038,firefox,NoPOS,US,ME,NA,NA,NA,NA,NA,NA,NA,Breanna,firefox,jio,Voyatouch,47.162481,-2.7621391,96.43.110.81,NA,NA,NA,NA,NA,credit,20-Nov,americanexpress,"Bednar, Bednar and Bednar",US,529566.7522,37986.08261,priority,5909.893088,0.504581488,Female,Married,Low,Aglae Roads,842,WestFarmington,ME,US,4992,44.662777,-70.15583,NA,NA,NA,24.61498291,1
3106.616432,rupee,Illum non enim at. R,WEB,debit,americanexpress,20-Nov,Gottlieb-Gottlieb,Westfall,97920,43.99224472,-117.6876755,opera,NoPOS,US,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40:6d:9f:41:6b:90,73.2.52.46,opera,MacOS,www.nia-mosciski.info,debit,20-Nov,americanexpress,Gottlieb-Gottlieb,US,153300.2137,25276.20205,priority,7119.291305,0.078055621,Male,Married,Very High,Sonny Mountains,988,Westfall,OR,US,97920,43.992245,-117.687675,NA,NA,NA,47.74869456,0
1886.748408,pound,Omnis blanditiis tot,MOBILE,credit,mastercard,18-Apr,Senger Inc,Warroad,56763,48.91114426,-95.35384369,android,NoPOS,US,MN,NA,NA,NA,NA,NA,NA,NA,Rosario,android,vodaphone,Andalax,65.732177,40.894072,73.2.52.46,NA,NA,NA,NA,NA,credit,18-Apr,mastercard,Senger Inc,US,349871.0794,13223.25533,partner,4650.529779,0.462563832,Male,Unmarried,High,Dickens Club,39,Warroad,MN,US,56763,48.911144,-95.35384,NA,NA,NA,2482.960905,0
29,pound,Dolor dolorum qui in,MOBILE,prepaid,mastercard,20-Aug,Koch LLC,Stamford,6928,41.03889847,-73.55930328,windows,NoPOS,US,CT,NA,NA,NA,NA,NA,NA,NA,Melissa,windows,jio,Vagram,39.493587,-169.97647,47.52.0.242,NA,NA,NA,NA,NA,prepaid,20-Aug,mastercard,Koch LLC,US,210930.2135,12120.09664,partner,6750.496749,0.495045771,Female,Married,High,Hagenes Mountains,289,Stamford,CT,US,6928,41.0389,-73.5593,NA,NA,NA,38.164,0
3455.173515,pound,Sit distinctio molli,WEB,credit,americanexpress,20-Dec,McClure-McClure,Onego,26886,38.80171967,-79.45069885,ie,NoPOS,US,WV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9f:b4:f4:14:60:36,104.24.104.181,ie,Other,www.victor-bashirian.co,credit,20-Dec,americanexpress,McClure-McClure,US,672723.7716,51817.24746,partner,4885.732324,0.234210647,Female,Unmarried,High,Marvin Ramp,155,Onego,WV,US,26886,38.80172,-79.4507,NA,NA,NA,4547.008346,0
306,rupee,Recusandae dicta ass,POS,prepaid,americanexpress,18-Jul,Legros LLC,Atlanta,39901,33.8871994,-84.28970337,POS,Bank,US,GA,Schultz Parks,Atlanta,GA,US,Bank,33.8872,-84.2897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,18-Jul,americanexpress,Legros LLC,US,531371.963,38211.36296,business,4360.080868,0.386633385,Female,Married,High,Lynch Forest,774,BattleCreek,MI,US,49037,42.32115,-85.17971,"Osinski, Osinski and Osinski",0.451125229,Eulalia,4.70322,0
1649.038086,rupee,Quis placeat eum sit,WEB,credit,mastercard,18-Apr,"Bauch, Bauch and Bauch",NorthPort,34291,27.04422379,-82.23592377,opera,NoPOS,US,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58:22:4a:b1:d9:74,49.203.255.255,opera,Linux,www.breanne-marvin.net,credit,18-Apr,mastercard,"Bauch, Bauch and Bauch",US,764367.3128,42480.6531,priority,7084.86276,0.341539035,Female,Unmarried,Very High,Ondricka Fields,58,NorthPort,FL,US,34291,27.044224,-82.23592,NA,NA,NA,25.34571539,0
3232.971942,dollar,Error ad autem offic,WEB,credit,americanexpress,21-Jan,Schaefer-Schaefer,Alta,83414,43.75388718,-111.0361099,ub,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00:f4:08:cb:52:86,107.154.105.1,ub,Other,www.laron-adams.com,credit,21-Jan,americanexpress,Schaefer-Schaefer,US,230341.4648,91509.67271,priority,4449.603677,0.025911201,Female,Married,High,Dicki Crossing,430,Alta,WY,US,83414,43.753887,-111.03611,NA,NA,NA,3232.971942,0
3205.916842,rupee,Facilis cum labore n,WEB,debit,visa,21-Oct,Pouros and Sons,Spotsylvania,22551,38.20096588,-77.5891571,chrome,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9a:16:46:a6:bc:c9,40.118.240.200,chrome,Windows,www.rogers-stokes.com,debit,21-Oct,visa,Pouros and Sons,US,259649.2938,93038.91127,regular,4734.039,0.383667196,Female,Married,Low,Keeley Motorway,617,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,49.27494185,0
1792.759755,yen,Fugiat suscipit faci,MOBILE,credit,americanexpress,20-Nov,"Bednar, Bednar and Bednar",WestFarmington,4992,44.66277695,-70.15583038,android,NoPOS,US,ME,NA,NA,NA,NA,NA,NA,NA,Johathan,android,vodaphone,Rank,-22.13098,169.12832,23.235.209.181,NA,NA,NA,NA,NA,credit,20-Nov,americanexpress,"Bednar, Bednar and Bednar",US,529566.7522,37986.08261,priority,5909.893088,0.504581488,Female,Married,Low,Aglae Roads,842,WestFarmington,ME,US,4992,44.662777,-70.15583,NA,NA,NA,15.74939445,1
1971.177039,pound,Hic facere fuga veri,WEB,credit,americanexpress,22-Aug,Daniel and Sons,PostFalls,83877,47.71805573,-116.9505539,firefox,NoPOS,US,ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03:85:41:99:b6:9f,64.145.76.239,firefox,MacOS,www.lisa-gulgowski.com,credit,22-Aug,americanexpress,Daniel and Sons,US,151800.7076,95162.11175,partner,6658.768659,0.05023257,Male,Married,Low,Juana Street,893,PostFalls,ID,US,83877,47.718056,-116.950554,NA,NA,NA,2594.068983,0
3325.681901,dollar,Est enim aut nostrum,POS,debit,visa,18-Oct,Rice Group,Fishers,46085,39.95559311,-86.01387024,POS,Other,US,IN,Damian Manors,Fishers,IN,US,Other,39.955593,-86.01387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,18-Oct,visa,Rice Group,US,323041.4172,21076.05026,partner,5222.384087,0.047691694,Male,Married,High,Malcolm Forge,195,Washington,DC,US,56972,38.8588,-76.9868,"Mann, Mann and Mann",0.045334846,Mara,3325.681901,0
1232.528083,rupee,Quisquam expedita bl,POS,credit,mastercard,20-May,Kautzer-Kautzer,SaintGeorge,84791,37.08919907,-113.5563965,POS,Other,US,UT,Evert Pines,SaintGeorge,UT,US,Other,37.0892,-113.5564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,20-May,mastercard,Kautzer-Kautzer,US,715133.6677,73262.89961,partner,3697.713773,0.155335388,Male,Other,Very High,Yasmine Stravenue,893,Woodside,DE,US,19980,39.07139,-75.56861,Schulist-Schulist,0.131570044,Melyssa,18.94395663,0
1649.519075,dollar,Autem et accusantium,WEB,debit,americanexpress,18-Oct,"Sawayn, Sawayn and Sawayn",Carolina,988,18.40200043,-65.97820282,ub,NoPOS,US,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20:5b:71:c0:8f:c8,8.8.8.8,ub,Other,www.hildegard-waelchi.org,debit,18-Oct,americanexpress,"Sawayn, Sawayn and Sawayn",US,778061.0664,21666.30074,regular,3336.491928,0.30659942,Male,Unmarried,Very High,McGlynn Port,774,Carolina,PR,US,988,18.402,-65.9782,NA,NA,NA,1649.519075,0
1800.652459,dollar,Vero culpa soluta do,MOBILE,credit,mastercard,18-Apr,Senger Inc,Warroad,56763,48.91114426,-95.35384369,firefox,NoPOS,US,MN,NA,NA,NA,NA,NA,NA,NA,Daphnee,firefox,airtel,Stronghold,45.391856,-59.401064,8.8.8.8,NA,NA,NA,NA,NA,credit,18-Apr,mastercard,Senger Inc,US,349871.0794,13223.25533,partner,4650.529779,0.462563832,Male,Unmarried,High,Dickens Club,39,Warroad,MN,US,56763,48.911144,-95.35384,NA,NA,NA,1800.652459,0
99,pound,Voluptatem officiis ,WEB,prepaid,americanexpress,19-Nov,Larkin Group,WhiteMills,42788,37.54376602,-86.03952026,ie,NoPOS,US,KY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21:73:1f:5b:1f:1b,40.118.240.200,ie,Other,www.joesph-marks.co,prepaid,19-Nov,americanexpress,Larkin Group,US,436690.1071,10359.58001,regular,6040.995022,0.4578305,Female,Married,Low,Lisette Ports,80,WhiteMills,KY,US,42788,37.543766,-86.03952,NA,NA,NA,130.284,0
1171.94585,dollar,Ab qui repudiandae o,MOBILE,debit,visa,17-Nov,"D'Amore, D'Amore and D'Amore",Edmond,73025,35.65283203,-97.47809601,ubuntu,NoPOS,US,OK,NA,NA,NA,NA,NA,NA,NA,Vernice,ubuntu,aircel,Lotstring,-15.79109,15.478059,40.118.240.200,NA,NA,NA,NA,NA,debit,17-Nov,visa,"D'Amore, D'Amore and D'Amore",US,503469.6441,15352.55791,business,7524.771925,0.379691937,Female,Married,Low,Marietta Mountains,918,Edmond,OK,US,73025,35.652832,-97.478096,NA,NA,NA,1171.94585,0
2193.016108,rupee,Consequatur occaecat,WEB,debit,visa,19-Mar,Bogan-Bogan,Stamford,6928,41.03889847,-73.55930328,chrome,NoPOS,US,CT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b3:b9:55:97:19:22,157.240.0.36,chrome,Other,www.johnny-heathcote.org,debit,19-Mar,visa,Bogan-Bogan,US,438797.7041,13071.01286,priority,4410.345778,0.345551589,Female,Married,Low,Carley Canyon,332,Stamford,CT,US,6928,41.0389,-73.5593,NA,NA,NA,33.70665757,0
3882.201953,pound,Natus ut temporibus.,POS,debit,americanexpress,17-Dec,Dickinson Group,Davenport,52809,41.52099991,-90.58650208,POS,Bank,US,IA,Grant Spring,Davenport,IA,US,Bank,41.521,-90.5865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,17-Dec,americanexpress,Dickinson Group,US,603396.5064,80666.70967,priority,5293.345278,0.320096734,Female,Unmarried,Low,Jacinthe Pass,621,NorthPort,FL,US,34291,27.044224,-82.23592,"Gutkowski, Gutkowski and Gutkowski",0.481515465,Berry,5108.97777,0
575,dollar,Praesentium ducimus ,WEB,prepaid,mastercard,20-Jul,Brakus-Brakus,Wilder,38589,36.23052597,-85.07471466,firefox,NoPOS,US,TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f0:8b:5b:08:84:28,47.52.0.242,firefox,Solaris,www.orpha-daniel.net,prepaid,20-Jul,mastercard,Brakus-Brakus,US,265023.0091,29146.75623,partner,5223.179348,0.519609527,Male,Other,High,Jackie Centers,652,Wilder,TN,US,38589,36.230526,-85.074715,NA,NA,NA,575,1
2902.046591,yen,Vel mollitia aut com,WEB,credit,americanexpress,19-Feb,Keebler Group,Atlanta,39901,33.8871994,-84.28970337,opera,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91:11:a2:d4:71:3e,40.118.240.200,opera,Windows,www.isobel-gibson.co,credit,19-Feb,americanexpress,Keebler Group,US,809881.5083,16040.15039,business,5267.391428,0.361836865,Male,Married,Very High,Dickens Row,317,Atlanta,GA,US,39901,33.8872,-84.2897,NA,NA,NA,25.4944793,0
82,dollar,Ut delectus minus ve,MOBILE,prepaid,americanexpress,22-Feb,Boehm and Sons,Andover,5544,42.64640045,-71.16570282,windows,NoPOS,US,MA,NA,NA,NA,NA,NA,NA,NA,Zella,windows,airtel,Bigtax,-0.15522063,-110.23462,8.8.8.8,NA,NA,NA,NA,NA,prepaid,22-Feb,americanexpress,Boehm and Sons,US,146417.7958,66918.20617,business,4504.932293,0.414102343,Male,Unmarried,High,Stracke Fields,163,Andover,MA,US,5544,42.6464,-71.1657,NA,NA,NA,82,0
81,rupee,Natus voluptas quia ,WEB,prepaid,mastercard,20-Jan,Langworth-Langworth,Marana,85658,32.43673706,-111.2253799,ub,NoPOS,US,AZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45:49:de:f7:20:ce,47.52.0.242,ub,Other,www.dean-ritchie.net,prepaid,20-Jan,mastercard,Langworth-Langworth,US,493635.9065,67422.43502,business,7862.513653,0.493555156,Female,Unmarried,Low,Maegan Mews,450,Marana,AZ,US,85658,32.436737,-111.22538,NA,NA,NA,1.24497,0
1985.815522,rupee,Ut incidunt aut ea v,POS,debit,mastercard,17-Nov,"Champlin, Champlin and Champlin",Springfield,65899,37.1493988,-93.25019836,POS,Bank,US,MO,Mckenna Shoals,Springfield,MO,US,Bank,37.1494,-93.2502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,17-Nov,mastercard,"Champlin, Champlin and Champlin",US,964402.3194,28605.4842,regular,4455.359,0.511771774,Female,Married,High,Hansen Island,875,WestFarmington,ME,US,4992,44.662777,-70.15583,"Mann, Mann and Mann",0.045334846,Mara,30.52198458,1
3534.712296,rupee,Quis sit dolorum nis,POS,credit,americanexpress,19-May,"Hessel, Hessel and Hessel",Ketchikan,99950,55.94247055,-133.1847839,POS,Bank,US,AK,Verna Groves,Ketchikan,AK,US,Bank,55.94247,-133.18478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,19-May,americanexpress,"Hessel, Hessel and Hessel",US,846769.3268,34676.56383,regular,4185.790677,0.275204147,Female,Unmarried,Low,Hartmann Ports,271,FortMill,SC,US,29707,35.00737,-80.945076,Koch and Sons,0.484959552,Brady,54.32852799,0
250,dollar,Unde eius magnam nih,MOBILE,prepaid,mastercard,22-Feb,Langosh-Langosh,Georgetown,21930,39.39972305,-75.8741684,android,NoPOS,US,MD,NA,NA,NA,NA,NA,NA,NA,Roman,android,airtel,Zaam-Dox,76.54917,125.14079,157.240.0.36,NA,NA,NA,NA,NA,prepaid,22-Feb,mastercard,Langosh-Langosh,US,350384.8965,30330.06999,priority,7441.125734,0.439666522,Female,Married,Low,Erdman Walk,177,Georgetown,MD,US,21930,39.399723,-75.87417,NA,NA,NA,250,0
3572.343283,dollar,Omnis quae et nihil ,MOBILE,credit,americanexpress,20-Dec,McClure-McClure,Onego,26886,38.80171967,-79.45069885,firefox,NoPOS,US,WV,NA,NA,NA,NA,NA,NA,NA,Justyn,firefox,idea,Zoolab,72.742828,59.743252,73.2.52.46,NA,NA,NA,NA,NA,credit,20-Dec,americanexpress,McClure-McClure,US,672723.7716,51817.24746,partner,4885.732324,0.234210647,Female,Unmarried,High,Marvin Ramp,155,Onego,WV,US,26886,38.80172,-79.4507,NA,NA,NA,3572.343283,0
2727.044443,rupee,Quaerat mollitia vol,MOBILE,debit,americanexpress,20-Sep,Marquardt and Sons,NorthPort,34291,27.04422379,-82.23592377,ubuntu,NoPOS,US,FL,NA,NA,NA,NA,NA,NA,NA,Kelsi,ubuntu,aircel,Latlux,-85.234305,-133.25474,73.2.52.46,NA,NA,NA,NA,NA,debit,20-Sep,americanexpress,Marquardt and Sons,US,294397.5071,94798.93987,priority,5253.27173,0.081513288,Male,Unmarried,Low,Alia Drives,150,NorthPort,FL,US,34291,27.044224,-82.23592,NA,NA,NA,41.9146731,0
516,pound,Aut sed eaque harum ,POS,prepaid,americanexpress,20-Jul,"Marquardt, Marquardt and Marquardt",York,36925,32.47276688,-88.26830292,POS,Other,US,AL,Edythe Mill,York,AL,US,Other,32.472767,-88.2683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,20-Jul,americanexpress,"Marquardt, Marquardt and Marquardt",US,462974.0417,38427.2568,priority,7666.209726,0.238841496,Female,Other,Low,Halvorson Green,126,Whitefish,MT,US,59937,48.404,-114.35086,Nikolaus-Nikolaus,0.285433699,Saige,679.056,0
2059.867901,pound,Explicabo expedita e,MOBILE,debit,visa,22-Aug,Mueller-Mueller,Edmond,73025,35.65283203,-97.47809601,android,NoPOS,US,OK,NA,NA,NA,NA,NA,NA,NA,Hyman,android,airtel,Aerified,83.62838,-64.479846,96.43.110.81,NA,NA,NA,NA,NA,debit,22-Aug,visa,Mueller-Mueller,US,405430.1673,87471.16409,regular,4408.430624,0.501167555,Male,Married,Very High,Darrick Dale,637,Edmond,OK,US,73025,35.652832,-97.478096,NA,NA,NA,2710.786157,1
3964.389898,pound,Voluptatem velit sed,POS,debit,americanexpress,18-Oct,"Sawayn, Sawayn and Sawayn",Fishers,46085,39.95559311,-86.01387024,POS,Other,US,IN,Austin Lock,Fishers,IN,US,Other,39.955593,-86.01387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,18-Oct,americanexpress,"Sawayn, Sawayn and Sawayn",US,778061.0664,21666.30074,regular,3336.491928,0.30659942,Male,Unmarried,Very High,McGlynn Port,774,Carolina,PR,US,988,18.402,-65.9782,Vandervort LLC,0.525732185,Wanda,5217.137106,0
2791.498596,rupee,Velit at et quo faci,WEB,debit,visa,17-Nov,"D'Amore, D'Amore and D'Amore",Edmond,73025,35.65283203,-97.47809601,ub,NoPOS,US,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8b:58:95:04:93:7a,157.240.0.36,ub,MacOS,www.kendall-ryan.name,debit,17-Nov,visa,"D'Amore, D'Amore and D'Amore",US,503469.6441,15352.55791,business,7524.771925,0.379691937,Female,Married,Low,Marietta Mountains,918,Edmond,OK,US,73025,35.652832,-97.478096,NA,NA,NA,42.90533342,0
2285.630501,yen,Voluptatem esse reru,MOBILE,debit,visa,21-Sep,Hintz Inc,Reno,89508,39.52963257,-119.8138046,windows,NoPOS,US,NV,NA,NA,NA,NA,NA,NA,NA,Alexys,windows,aircel,Fixflex,-75.739834,-166.50929,47.52.0.242,NA,NA,NA,NA,NA,debit,21-Sep,visa,Hintz Inc,US,774882.0898,94657.55574,regular,5104.596601,0.07649499,Male,Other,High,Macy Divide,579,Reno,NV,US,89508,39.529633,-119.813805,NA,NA,NA,20.07926396,0
2392.979567,rupee,Consequatur eius com,WEB,credit,mastercard,20-Dec,Schimmel and Sons,RoundRock,78665,30.508255,-97.67889404,firefox,NoPOS,US,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7a:5d:2c:25:0f:79,107.154.105.1,firefox,Windows,www.emily-okuneva.net,credit,20-Dec,mastercard,Schimmel and Sons,US,774293.2894,18335.35603,regular,4286.227494,0.139682011,Male,Married,Very High,Anastacio Keys,172,RoundRock,TX,US,78665,30.508255,-97.678894,NA,NA,NA,36.78009595,0
550,rupee,Est natus nobis illo,MOBILE,prepaid,mastercard,22-May,"Hermiston, Hermiston and Hermiston",Spotsylvania,22551,38.20096588,-77.5891571,ubuntu,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,Abigail,ubuntu,aircel,Keylex,-43.218435,103.12885,104.24.104.181,NA,NA,NA,NA,NA,prepaid,22-May,mastercard,"Hermiston, Hermiston and Hermiston",US,294571.8158,66966.20475,priority,4395.209116,0.314554127,Female,Married,Low,Kunde Valleys,797,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,8.4535,0
1022.225292,dollar,Fuga possimus non ut,MOBILE,debit,visa,20-Apr,Walsh LLC,Winslow,72959,35.83120728,-94.11865997,firefox,NoPOS,US,AR,NA,NA,NA,NA,NA,NA,NA,Colleen,firefox,idea,Cardify,-3.0897876,-100.05822,73.2.52.46,NA,NA,NA,NA,NA,debit,20-Apr,visa,Walsh LLC,US,247319.7453,30643.43039,partner,7295.555882,0.383086245,Female,Unmarried,Low,Isabelle Harbors,503,Winslow,AR,US,72959,35.831207,-94.11866,NA,NA,NA,1022.225292,0
59,pound,Ut molestias autem i,WEB,prepaid,americanexpress,20-Feb,Mills and Sons,Carolina,988,18.40200043,-65.97820282,ie,NoPOS,US,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71:57:48:1f:b8:98,157.240.0.36,ie,MacOS,www.rafael-block.org,prepaid,20-Feb,americanexpress,Mills and Sons,US,584119.8165,80573.26825,regular,6070.197159,0.244361242,Male,Married,Very High,Natalia Glens,760,Carolina,PR,US,988,18.402,-65.9782,NA,NA,NA,77.644,0
3851.957644,rupee,Aliquid quam quos co,WEB,credit,visa,20-Jan,"Frami, Frami and Frami",Norton,5907,44.98878098,-71.78843689,chrome,NoPOS,US,VT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4c:ff:3a:2e:43:75,47.52.0.242,chrome,Other,www.georgette-kirlin.org,credit,20-Jan,visa,"Frami, Frami and Frami",US,751934.2058,90193.85018,partner,3392.74969,0.529389335,Male,Other,High,Zieme Walks,860,Norton,VT,US,5907,44.98878,-71.78844,NA,NA,NA,59.20458899,1
